"PERID","Criminal" 
"89479619","1"
"84789619","1"
"83020619","1"
"25630619","1"
"10130619","1"
"95150619","1"
"51360619","1"
"40460619","1"
"67760619","1"
"37570619","1"
"30080619","1"
"32691619","1"
"70361619","1"
"25481619","1"
"83681619","1"
"93492619","1"
"71692619","1"
"40792619","1"
"65002619","1"
"44052619","1"
"65762619","1"
"47703619","1"
"51733619","1"
"20543619","1"
"41253619","1"
"51873619","1"
"13294619","1"
"49694619","1"
"57604619","1"
"76324619","1"
"25564619","1"
"81774619","1"
"51584619","1"
"55795719","1"
"73325719","1"
"81806719","1"
"81426719","0"
"49436719","1"
"46736719","1"
"59146719","1"
"87776719","1"
"26876719","1"
"31517719","1"
"77537719","1"
"77057719","1"
"38718719","1"
"51228719","1"
"49238719","1"
"67148719","1"
"93358719","1"
"71558719","1"
"81368719","1"
"82078719","1"
"78288719","1"
"65919719","1"
"16439719","1"
"95249719","1"
"17669719","1"
"79089719","0"
"41020719","1"
"30120719","0"
"37230719","1"
"73630719","1"
"54240719","1"
"67940719","1"
"29360719","1"
"42870719","1"
"15380719","1"
"41111719","1"
"89121719","1"
"60541719","1"
"15661719","0"
"53861719","1"
"73292719","1"
"89402719","1"
"88502719","1"
"27222719","1"
"19022719","0"
"39352719","1"
"72052719","1"
"61962719","1"
"51582719","1"
"97982719","1"
"33193719","1"
"43903719","1"
"41103719","1"
"66223719","0"
"60823719","1"
"18023719","0"
"37123719","1"
"71243719","1"
"65463719","0"
"75273719","1"
"21294719","1"
"67694719","1"
"75894719","1"
"33094719","1"
"43944719","1"
"25364719","1"
"13564719","1"
"63374719","1"
"19195819","1"
"21515819","1"
"66635819","1"
"21135819","1"
"41275819","1"
"29426819","1"
"63546819","1"
"82646819","1"
"13356819","1"
"71556819","1"
"79566819","1"
"15586819","1"
"10086819","1"
"85397819","1"
"24207819","1"
"30607819","1"
"30227819","1"
"46437819","1"
"65537819","1"
"80747819","1"
"27618819","1"
"64538819","1"
"13638819","1"
"69748819","1"
"96048819","1"
"17188819","1"
"89509819","1"
"75909819","1"
"98419819","1"
"54819819","1"
"73919819","1"
"34439819","1"
"57089819","1"
"59690819","1"
"36700819","1"
"41820819","1"
"51340819","1"
"47740819","1"
"17550819","1"
"46650819","1"
"81150819","1"
"16460819","1"
"85560819","1"
"19970819","1"
"45511819","1"
"74421819","1"
"63471819","1"
"89681819","1"
"25892819","1"
"47022819","1"
"39632819","1"
"39342819","1"
"77542819","1"
"73942819","1"
"65552819","1"
"89152819","1"
"89962819","1"
"20293819","1"
"61713819","1"
"65933819","0"
"93273819","1"
"34983819","1"
"69144819","1"
"80664819","1"
"85974819","1"
"87584819","1"
"50895919","1"
"49995919","1"
"83115919","1"
"33445919","1"
"90555919","1"
"43065919","1"
"60985919","1"
"37236919","1"
"33636919","1"
"59036919","0"
"31546919","0"
"67376919","1"
"11786919","0"
"90886919","1"
"18417919","0"
"73917919","1"
"25527919","1"
"49127919","1"
"86757919","1"
"22157919","1"
"75477919","1"
"38177919","1"
"21687919","1"
"68128919","1"
"63438919","1"
"17038919","1"
"29548919","1"
"45758919","1"
"93958919","1"
"46278919","1"
"12678919","1"
"47178919","0"
"59599919","1"
"73199919","0"
"28409919","1"
"93719919","1"
"89119919","1"
"29739919","1"
"25469919","1"
"81489919","1"
"79200919","1"
"14320919","1"
"15030919","1"
"59340919","1"
"83940919","1"
"51140919","1"
"86260919","1"
"67970919","1"
"85501919","0"
"10001919","1"
"43131919","1"
"48341919","1"
"66541919","1"
"53651919","1"
"44981919","1"
"63892919","1"
"10902919","1"
"60712919","1"
"29432919","1"
"90852919","1"
"43362919","1"
"69762919","1"
"91372919","1"
"37772919","1"
"27393919","1"
"39193919","1"
"57723919","1"
"35923919","1"
"97053919","1"
"22363919","1"
"29663919","1"
"69473919","1"
"49283919","1"
"55204919","1"
"13404919","1"
"59804919","1"
"13214919","1"
"25634919","1"
"35154919","1"
"23395019","1"
"78895019","1"
"13915019","1"
"72015019","1"
"59645019","1"
"61685019","1"
"51496019","1"
"55096019","1"
"29406019","1"
"94906019","1"
"87226019","1"
"71826019","1"
"81636019","0"
"95566019","1"
"75376019","0"
"85186019","1"
"10207019","1"
"27507019","1"
"13337019","1"
"47457019","1"
"78977019","1"
"36798019","1"
"17218019","1"
"99638019","1"
"45368019","1"
"27168019","1"
"32478019","1"
"34899019","1"
"93519019","1"
"87259019","1"
"67689019","1"
"85400019","1"
"51420019","1"
"90660019","1"
"47960019","1"
"87770019","1"
"50280019","1"
"86491019","1"
"15591019","1"
"87101019","1"
"93311019","1"
"64021019","1"
"29041019","1"
"77861019","1"
"79232019","1"
"43542019","1"
"13352019","1"
"15962019","0"
"55772019","1"
"62072019","1"
"45582019","1"
"71982019","1"
"42693019","1"
"74203019","1"
"79703019","0"
"47333019","1"
"23733019","1"
"47043019","1"
"64153019","1"
"92973019","0"
"38514019","1"
"54864019","1"
"69984019","1"
"82295129","0"
"20495129","1"
"97125129","1"
"43335129","1"
"97935129","1"
"57455129","1"
"27696129","1"
"19206129","1"
"63806129","1"
"95416129","1"
"80916129","1"
"74326129","1"
"53236129","0"
"69636129","1"
"11766129","1"
"77786129","1"
"86886129","1"
"35986129","1"
"39397129","0"
"44897129","1"
"61197129","1"
"43517129","1"
"13467129","1"
"22567129","1"
"71667129","1"
"47067129","1"
"34177129","1"
"58587129","1"
"51238129","1"
"38538129","1"
"91568129","1"
"55978129","1"
"94888129","1"
"96499129","1"
"59199129","1"
"49909129","1"
"43129129","1"
"15259129","1"
"63269129","1"
"35879129","0"
"73079129","1"
"76589129","1"
"72790129","1"
"81890129","1"
"71410129","1"
"77810129","1"
"71220129","1"
"73020129","1"
"32260129","1"
"81360129","1"
"59560129","1"
"47760129","1"
"81791129","1"
"91501129","1"
"59701129","1"
"95911129","1"
"31121129","1"
"43731129","1"
"99131129","1"
"47041129","1"
"75051129","0"
"97471129","1"
"73492129","1"
"94102129","1"
"47612129","1"
"82112129","1"
"26522129","1"
"57752129","1"
"52682129","1"
"45193129","1"
"32013129","1"
"24433129","1"
"63533129","1"
"96943129","1"
"77463129","1"
"26373129","1"
"31683129","1"
"68983129","1"
"83294129","1"
"35804129","1"
"63954129","0"
"65564129","1"
"84664129","1"
"77305229","1"
"43325229","1"
"32425229","1"
"35125229","1"
"69245229","1"
"72945229","1"
"39675229","1"
"80385229","1"
"23085229","0"
"41096229","1"
"26306229","1"
"83416229","1"
"52516229","1"
"81236229","1"
"78056229","1"
"31566229","0"
"99576229","1"
"15976229","1"
"33986229","1"
"55597229","1"
"79197229","1"
"84217229","1"
"80427229","0"
"79527229","0"
"58627229","1"
"53937229","1"
"55877229","1"
"54977229","1"
"29618229","1"
"51228229","1"
"45828229","1"
"82128229","1"
"56538229","1"
"54738229","1"
"81038229","1"
"83978229","1"
"43739229","1"
"73449229","1"
"25059229","0"
"18569229","1"
"17289229","1"
"65489229","1"
"71690229","1"
"53820229","1"
"34240229","1"
"23770229","1"
"22491229","1"
"99791229","1"
"25901229","1"
"44001229","1"
"55711229","1"
"69121229","1"
"21061229","1"
"91871229","1"
"58171229","1"
"53481229","1"
"56181229","1"
"49402229","1"
"85802229","1"
"81632229","1"
"75942229","1"
"85752229","1"
"94852229","1"
"91152229","1"
"46603229","1"
"41243229","1"
"90343229","1"
"27643229","1"
"66363229","1"
"11814229","1"
"87024229","1"
"33754229","1"
"84084229","1"
"17395329","1"
"49905329","1"
"55735329","1"
"91135329","1"
"36345329","1"
"16106329","1"
"17816329","1"
"73026329","1"
"62126329","0"
"92646329","1"
"99756329","1"
"96866329","1"
"63117329","1"
"89847329","1"
"36147329","1"
"87857329","1"
"59277329","1"
"35677329","1"
"24777329","1"
"35487329","1"
"68998329","1"
"49608329","0"
"97618329","1"
"37428329","1"
"65628329","1"
"76668329","1"
"95768329","1"
"23588329","1"
"22499329","1"
"27999329","1"
"86809329","1"
"43919329","1"
"29649329","1"
"41259329","0"
"91879329","1"
"51689329","1"
"70300329","0"
"13810329","1"
"66320329","1"
"47550329","0"
"13570329","1"
"19970329","1"
"74280329","1"
"99780329","1"
"55991329","1"
"30821329","1"
"27451329","1"
"91861329","1"
"43471329","1"
"73092329","1"
"75602329","1"
"90532329","1"
"79342329","1"
"54272329","1"
"83372329","1"
"45982329","1"
"67593329","1"
"91193329","1"
"66403329","0"
"55503329","1"
"65123329","1"
"29243329","1"
"70953329","1"
"85073329","1"
"67204329","1"
"26444329","1"
"90044329","1"
"25354329","1"
"11564329","1"
"67774329","1"
"18484329","1"
"99515429","1"
"87525429","1"
"71935429","1"
"27045429","1"
"88755429","1"
"67855429","1"
"29465429","0"
"43685429","1"
"51406429","1"
"63636429","1"
"28846429","1"
"97946429","1"
"85146429","1"
"49366429","1"
"21976429","1"
"27327429","1"
"13247429","1"
"12157429","1"
"37087429","1"
"74908429","1"
"64528429","1"
"48938429","0"
"71348429","1"
"20258429","1"
"85758429","1"
"39168429","1"
"14288429","1"
"93719429","1"
"64429429","1"
"40349429","1"
"25659429","1"
"50589429","1"
"19200429","1"
"42900429","1"
"63420429","1"
"61620429","1"
"86120429","1"
"52330429","1"
"59630429","1"
"73180429","1"
"56691429","1"
"92231429","1"
"21331429","1"
"43651429","1"
"90951429","1"
"56161429","1"
"41281429","1"
"66302429","1"
"91802429","1"
"35542429","0"
"44072429","1"
"71993429","0"
"99193429","1"
"37103429","1"
"73313429","1"
"26343429","1"
"25443429","1"
"53263429","1"
"29283429","1"
"27483429","1"
"57294429","1"
"51364429","1"
"53485529","1"
"31685529","1"
"79885529","1"
"99696529","1"
"18796529","1"
"97896529","1"
"25096529","1"
"30116529","0"
"49546529","0"
"35946529","1"
"84666529","1"
"53766529","1"
"79166529","1"
"37176529","1"
"98886529","1"
"28697529","1"
"95997529","1"
"26607529","0"
"37317529","1"
"68027529","1"
"23667529","1"
"71867529","1"
"31677529","0"
"36987529","1"
"41298529","1"
"38598529","1"
"19208529","1"
"47408529","1"
"54138529","1"
"30868529","1"
"75799529","1"
"68019529","1"
"71339529","1"
"83139529","1"
"37879529","1"
"15210529","1"
"87820529","1"
"27630529","1"
"75830529","1"
"63740529","1"
"87960529","1"
"65780529","1"
"70611529","0"
"98621529","1"
"55441529","1"
"53071529","0"
"31081529","1"
"69092529","1"
"97002529","1"
"61412529","1"
"66862529","1"
"27572529","1"
"38282529","1"
"49182529","1"
"36293529","1"
"14203529","1"
"16813529","1"
"14633529","1"
"69133529","1"
"43443529","1"
"37853529","1"
"98563529","1"
"74963529","1"
"71073529","1"
"87094529","1"
"43204529","1"
"49414529","1"
"85624529","1"
"63634529","1"
"51005629","1"
"75415629","1"
"72715629","1"
"60915629","1"
"83235629","1"
"26935629","1"
"35555629","1"
"79155629","1"
"94465629","1"
"24275629","0"
"17596629","1"
"15506629","1"
"62616629","1"
"69726629","0"
"26026629","1"
"53136629","1"
"55266629","1"
"59486629","1"
"37017629","1"
"24937629","1"
"45977629","1"
"26687629","1"
"95787629","1"
"11187629","1"
"61708629","1"
"49908629","1"
"29528629","1"
"95448629","1"
"88958629","1"
"89099629","1"
"51609629","1"
"70709629","1"
"49619629","1"
"47629629","1"
"74739629","1"
"13839629","1"
"31989629","1"
"78610629","1"
"35910629","1"
"69840629","1"
"17040629","1"
"36140629","1"
"39460629","1"
"53060629","1"
"87091629","1"
"77231629","1"
"92731629","0"
"61541629","1"
"89741629","1"
"63151629","1"
"44481629","1"
"71781629","1"
"87992629","1"
"55192629","1"
"78412629","1"
"53722629","1"
"91062629","1"
"39882629","1"
"37413629","1"
"54523629","1"
"61823629","1"
"72533629","1"
"59833629","1"
"32863629","1"
"66894629","1"
"77314629","1"
"17934629","1"
"25134629","1"
"24564629","1"
"57074629","1"
"13284629","1"
"25695729","0"
"67205729","1"
"57825729","0"
"95545729","1"
"14455729","1"
"13555729","0"
"11755729","1"
"27965729","1"
"86685729","1"
"94885729","1"
"23985729","1"
"61185729","1"
"61996729","1"
"18006729","1"
"26016729","1"
"68436729","0"
"67536729","1"
"15736729","1"
"31136729","1"
"19046729","1"
"67056729","1"
"71276729","1"
"87486729","1"
"31227729","1"
"19427729","1"
"21557729","0"
"86057729","1"
"44208729","1"
"63308729","1"
"74828729","1"
"45538729","1"
"25248729","1"
"51648729","1"
"89848729","1"
"33068729","1"
"53499729","1"
"26199729","1"
"38709729","1"
"33019729","1"
"45439729","1"
"42739729","1"
"81549729","1"
"47569729","0"
"90079729","1"
"32689729","1"
"87320729","0"
"48030729","1"
"52960729","1"
"19831729","1"
"72241729","1"
"63141729","1"
"67551729","1"
"81151729","1"
"85561729","1"
"49592729","1"
"62002729","1"
"49112729","1"
"73522729","1"
"59922729","1"
"89732729","0"
"98832729","1"
"29442729","1"
"93852729","1"
"77262729","1"
"39062729","1"
"73472729","1"
"25893729","1"
"39203729","1"
"44323729","1"
"42043729","1"
"64273729","1"
"30483729","1"
"23183729","1"
"29394729","1"
"20004729","1"
"43514729","1"
"77114729","1"
"25124729","1"
"62234729","1"
"47254729","1"
"65454729","1"
"33654729","1"
"82564729","1"
"15884729","1"
"42505829","1"
"41415829","1"
"34115829","1"
"28855829","1"
"83165829","0"
"23975829","1"
"60085829","1"
"93116829","1"
"71126829","1"
"89656829","1"
"48566829","1"
"63066829","1"
"36197829","1"
"89607829","0"
"79417829","1"
"35437829","1"
"67947829","1"
"19367829","1"
"50077829","1"
"69987829","1"
"76808829","1"
"68558829","1"
"15668829","1"
"94768829","1"
"31068829","1"
"67278829","1"
"83678829","1"
"88988829","1"
"17899829","1"
"31829829","1"
"59549829","1"
"27749829","1"
"44049829","1"
"13769829","1"
"23579829","1"
"92679829","1"
"51779829","1"
"99789829","1"
"43190829","1"
"31910829","1"
"77450829","1"
"45270829","1"
"81670829","1"
"33280829","1"
"10580829","1"
"31291829","1"
"33611829","1"
"42711829","1"
"37021829","1"
"35361829","1"
"69961829","1"
"14271829","1"
"37781829","1"
"99722829","1"
"44552829","0"
"81662829","1"
"35693829","1"
"78913829","1"
"37823829","1"
"20663829","1"
"16204829","1"
"70804829","1"
"49524829","1"
"47534829","1"
"71134829","1"
"83074829","1"
"92174829","1"
"67095929","0"
"71405929","1"
"48705929","1"
"25815929","1"
"47425929","1"
"27945929","1"
"37755929","1"
"97565929","1"
"85575929","1"
"81785929","1"
"17516929","1"
"45526929","1"
"33726929","1"
"71736929","1"
"65046929","1"
"93056929","1"
"67466929","1"
"57086929","1"
"38507929","0"
"44527929","1"
"85237929","1"
"96277929","1"
"59787929","1"
"47987929","1"
"45998929","0"
"64098929","1"
"83908929","1"
"57128929","1"
"37648929","0"
"75848929","1"
"72199929","0"
"53239929","1"
"17839929","1"
"98259929","1"
"93759929","1"
"33569929","1"
"15179929","1"
"27300929","1"
"47110929","1"
"97920929","1"
"83650929","1"
"75211929","1"
"29811929","1"
"79621929","1"
"17821929","1"
"87961929","1"
"94881929","1"
"55302929","1"
"49712929","1"
"35732929","1"
"87672929","1"
"58903929","1"
"50513929","1"
"87813929","1"
"11553929","1"
"40604929","0"
"67714929","1"
"23114929","1"
"64344929","1"
"37854929","1"
"39464929","1"
"46764929","1"
"83064929","1"
"53874929","1"
"91884929","1"
"80305029","1"
"79405029","0"
"51015029","1"
"63625029","0"
"89545029","1"
"96845029","1"
"77365029","1"
"57175029","1"
"23385029","1"
"97985029","1"
"35185029","0"
"82296029","1"
"86896029","1"
"37936029","1"
"24376029","1"
"28976029","1"
"61817029","1"
"97547029","1"
"96647029","1"
"39967029","1"
"53377029","1"
"67787029","1"
"55987029","1"
"61528029","1"
"17928029","0"
"33138029","1"
"73658029","1"
"62568029","1"
"81478029","1"
"75078029","1"
"65888029","1"
"66599029","1"
"27019029","1"
"89629029","1"
"13039029","1"
"19149029","1"
"50859029","1"
"53369029","1"
"91379029","1"
"29389029","1"
"37589029","1"
"61700029","1"
"25110029","1"
"64540029","1"
"68760029","1"
"88570029","1"
"53880029","1"
"83691029","1"
"35201029","1"
"92501029","1"
"81601029","1"
"45011029","1"
"49421029","1"
"75821029","1"
"69231029","1"
"93541029","1"
"61361029","1"
"43161029","1"
"50271029","1"
"39371029","1"
"99702029","1"
"41312029","1"
"31642029","1"
"10742029","1"
"63252029","1"
"19462029","1"
"27093029","1"
"71833029","1"
"50263029","1"
"24673029","1"
"83773029","1"
"41594029","1"
"27514029","1"
"21114029","1"
"25524029","1"
"51734029","1"
"69644029","1"
"75044029","0"
"37464029","1"
"33615139","1"
"61435139","1"
"69635139","1"
"75035139","1"
"97545139","1"
"21955139","1"
"25985139","1"
"44085139","1"
"97116139","1"
"46026139","1"
"49246139","1"
"92946139","1"
"31046139","1"
"67256139","1"
"23656139","1"
"44366139","1"
"47876139","0"
"77686139","1"
"46597139","1"
"65217139","1"
"85547139","1"
"37157139","1"
"88867139","1"
"77108139","0"
"23128139","1"
"86348139","1"
"67868139","1"
"45878139","1"
"63219139","1"
"65019139","1"
"34929139","1"
"29239139","1"
"37439139","1"
"46249139","1"
"79759139","1"
"17959139","1"
"30469139","1"
"83979139","1"
"61790139","1"
"41930139","1"
"55240139","1"
"19840139","1"
"12350139","1"
"51450139","1"
"39080139","1"
"41211139","1"
"13821139","1"
"47941139","1"
"91351139","1"
"67371139","1"
"42681139","1"
"66092139","1"
"95902139","1"
"43912139","1"
"83722139","1"
"83532139","1"
"59932139","1"
"39642139","1"
"58742139","1"
"63052139","1"
"39262139","0"
"43672139","1"
"84382139","1"
"63003139","1"
"83623139","1"
"86843139","1"
"85753139","0"
"11153139","1"
"73383139","1"
"87983139","1"
"37794139","1"
"65704139","1"
"51104139","1"
"23714139","1"
"81724139","1"
"67264139","1"
"65274139","1"
"65084139","1"
"87205239","1"
"33225239","1"
"77345239","1"
"47155239","1"
"13365239","1"
"21996239","1"
"56206239","1"
"29906239","1"
"18006239","1"
"63316239","1"
"69716239","1"
"11276239","1"
"77676239","1"
"94307239","1"
"79427239","1"
"44737239","1"
"51747239","1"
"89757239","1"
"93787239","0"
"50418239","1"
"54018239","1"
"10228239","1"
"44638239","1"
"81938239","1"
"27858239","1"
"25058239","1"
"34588239","1"
"29088239","1"
"49419239","1"
"58849239","0"
"19369239","0"
"57379239","1"
"39500239","1"
"77510239","1"
"11920239","1"
"15330239","1"
"81730239","1"
"41440239","1"
"67840239","0"
"66560239","1"
"96701239","1"
"31011239","1"
"41821239","1"
"73431239","1"
"67031239","1"
"81961239","1"
"79971239","1"
"45992239","1"
"13472239","1"
"48593239","1"
"71623239","1"
"77353239","1"
"71953239","1"
"25173239","1"
"10294239","1"
"95504239","1"
"35314239","1"
"24414239","1"
"89724239","0"
"57924239","1"
"71334239","1"
"52564239","1"
"42374239","1"
"14174239","1"
"64595339","1"
"73695339","1"
"21895339","1"
"76105339","1"
"53215339","1"
"61225339","1"
"11035339","1"
"51745339","1"
"29565339","1"
"56675339","1"
"25396339","1"
"15726339","1"
"23736339","1"
"18946339","1"
"51456339","1"
"79086339","1"
"49607339","1"
"97427339","1"
"95437339","1"
"58137339","1"
"34298339","1"
"17518339","1"
"56948339","1"
"75668339","1"
"50978339","1"
"35288339","1"
"27899339","1"
"19409339","1"
"39219339","1"
"97229339","1"
"37369339","1"
"29789339","1"
"23190339","1"
"93900339","1"
"65320339","1"
"29920339","1"
"71530339","1"
"34940339","0"
"65650339","1"
"64750339","1"
"21860339","1"
"44180339","1"
"63801339","1"
"15221339","1"
"32521339","1"
"20531339","1"
"64841339","1"
"85361339","1"
"19961339","1"
"67161339","1"
"79392339","1"
"35792339","1"
"98202339","1"
"11332339","1"
"63132339","1"
"33842339","1"
"70142339","1"
"86352339","1"
"95262339","1"
"60762339","0"
"79672339","1"
"76303339","1"
"79003339","1"
"35213339","0"
"96733339","1"
"81943339","1"
"86873339","1"
"85783339","1"
"68294339","1"
"51324339","1"
"84834339","1"
"70754339","1"
"16154339","1"
"61084339","1"
"55625439","1"
"83635439","1"
"73775439","1"
"63396439","0"
"55906439","0"
"13916439","1"
"46236439","1"
"61256439","1"
"89266439","1"
"67466439","1"
"28986439","1"
"67086439","1"
"26707439","1"
"32247439","1"
"57747439","1"
"66847439","1"
"44477439","0"
"53577439","1"
"52677439","1"
"79787439","1"
"48887439","1"
"69598439","1"
"15998439","1"
"34618439","1"
"21918439","0"
"38838439","1"
"54948439","1"
"83048439","1"
"55468439","1"
"35278439","1"
"92578439","1"
"21488439","0"
"79688439","1"
"68788439","1"
"33099439","1"
"23809439","1"
"67219439","1"
"59969439","1"
"61389439","1"
"30489439","1"
"57789439","1"
"41190439","1"
"45500439","1"
"29530439","1"
"69240439","1"
"65450439","1"
"54170439","1"
"54980439","1"
"56301439","1"
"44501439","1"
"99001439","1"
"53411439","1"
"79621439","1"
"25831439","1"
"63171439","1"
"62602439","1"
"97102439","1"
"73122439","1"
"91842439","1"
"96152439","1"
"61462439","1"
"64162439","1"
"17672439","1"
"21603439","1"
"25013439","0"
"36243439","1"
"13353439","1"
"75773439","1"
"94873439","1"
"17383439","1"
"19183439","0"
"53304439","1"
"61314439","1"
"65914439","1"
"93114439","1"
"61934439","1"
"69844439","1"
"75054439","1"
"84154439","1"
"75864439","1"
"35674439","1"
"21074439","1"
"23295539","1"
"71495539","1"
"29695539","1"
"17605539","1"
"13815539","1"
"83625539","1"
"32725539","1"
"21825539","1"
"65235539","1"
"82245539","1"
"40255539","1"
"78265539","1"
"87365539","1"
"72865539","1"
"17985539","1"
"30496539","1"
"87796539","1"
"47316539","1"
"39446539","1"
"57266539","1"
"51866539","1"
"76176539","1"
"13286539","1"
"37697539","1"
"55607539","1"
"57027539","1"
"87837539","0"
"39347539","1"
"81767539","1"
"90628539","1"
"51048539","1"
"11478539","1"
"71288539","1"
"73419539","1"
"11619539","1"
"51429539","1"
"75839539","1"
"33559539","1"
"89579539","1"
"74079539","1"
"29190539","1"
"51320539","1"
"79520539","1"
"19040539","1"
"73880539","1"
"41080539","1"
"16101539","0"
"80131539","1"
"41551539","1"
"65151539","1"
"63971539","1"
"83592539","1"
"71792539","0"
"34202539","1"
"71312539","1"
"65912539","1"
"50222539","1"
"11932539","1"
"15052539","1"
"94582539","1"
"11403539","1"
"29603539","1"
"15003539","1"
"77233539","1"
"98653539","1"
"79504539","1"
"97704539","0"
"84004539","1"
"51734539","1"
"59454539","0"
"67654539","1"
"48364539","1"
"83864539","1"
"66695639","1"
"93995639","1"
"16215639","0"
"57925639","1"
"75935639","1"
"75455639","1"
"22326639","1"
"81426639","1"
"49626639","0"
"97826639","1"
"74126639","1"
"17346639","1"
"79576639","0"
"79717639","1"
"76777639","1"
"63218639","1"
"69618639","0"
"96728639","1"
"42938639","1"
"59948639","1"
"99758639","1"
"65158639","1"
"86678639","1"
"45399639","1"
"51319639","1"
"58619639","1"
"30369639","1"
"59279639","1"
"71889639","1"
"51690639","1"
"60790639","1"
"20310639","1"
"29410639","1"
"53630639","1"
"29030639","1"
"67940639","1"
"96280639","0"
"21301639","1"
"77701639","1"
"39311639","1"
"28411639","1"
"86611639","1"
"23911639","1"
"91111639","1"
"61731639","1"
"36941639","1"
"42151639","1"
"64761639","1"
"53861639","1"
"72581639","1"
"99692639","1"
"21202639","1"
"97602639","1"
"39832639","1"
"29352639","1"
"65752639","1"
"47172639","1"
"38403639","1"
"17503639","1"
"55703639","1"
"51723639","1"
"43333639","1"
"49253639","1"
"58353639","1"
"64753639","1"
"90153639","1"
"15414639","1"
"99344639","1"
"80054639","1"
"48295739","0"
"23795739","1"
"95305739","1"
"39335739","1"
"25445739","1"
"90945739","1"
"63455739","1"
"71465739","1"
"68575739","1"
"46775739","1"
"79285739","1"
"57485739","0"
"71085739","1"
"45206739","1"
"31606739","1"
"81416739","1"
"64926739","1"
"32456739","0"
"84066739","1"
"87386739","1"
"43597739","1"
"62697739","1"
"91797739","1"
"36007739","1"
"78427739","1"
"95247739","1"
"43447739","1"
"31647739","1"
"39277739","1"
"51698739","1"
"97098739","1"
"98848739","1"
"88658739","1"
"99368739","1"
"77568739","1"
"44868739","1"
"63588739","1"
"19319739","1"
"21119739","1"
"58749739","1"
"21259739","1"
"96759739","1"
"21069739","1"
"65479739","1"
"80300739","1"
"55610739","1"
"55420739","0"
"49020739","1"
"59830739","1"
"35560739","1"
"19780739","1"
"25701739","1"
"48211739","1"
"77311739","1"
"46411739","1"
"35511739","1"
"72811739","1"
"49731739","1"
"87692739","1"
"72712739","1"
"63232739","1"
"14842739","1"
"81382739","1"
"26882739","1"
"53182739","1"
"30293739","1"
"27593739","1"
"85503739","1"
"10813739","1"
"33323739","1"
"85123739","1"
"19243739","1"
"11853739","1"
"83463739","1"
"46163739","1"
"81473739","1"
"89483739","1"
"26783739","1"
"37204739","1"
"62704739","1"
"73414739","1"
"86114739","1"
"78534739","1"
"69144739","1"
"73554739","0"
"51374739","1"
"51795839","1"
"47195839","1"
"61505839","1"
"69135839","1"
"73445839","1"
"47616839","1"
"89226839","1"
"46336839","1"
"55956839","1"
"19176839","0"
"37186839","1"
"12497839","1"
"27517839","1"
"64627839","1"
"74437839","1"
"63537839","1"
"47137839","1"
"89408839","1"
"79218839","1"
"37418839","1"
"43818839","1"
"21018839","1"
"83148839","1"
"49168839","1"
"91588839","1"
"97988839","0"
"81399839","1"
"59119839","1"
"58029839","0"
"11059839","1"
"41869839","1"
"85410839","1"
"81430839","1"
"39630839","1"
"17540839","1"
"49960839","1"
"72470839","1"
"85170839","1"
"33991839","0"
"73511839","1"
"67921839","1"
"85931839","1"
"35451839","1"
"31281839","1"
"68581839","1"
"50522839","0"
"43172839","1"
"27582839","1"
"89193839","1"
"69903839","1"
"48813839","1"
"56633839","1"
"35253839","1"
"69473839","1"
"30704839","1"
"27144839","1"
"47954839","1"
"30464839","1"
"18664839","1"
"44064839","1"
"33784839","1"
"89184839","1"
"59795939","1"
"41305939","1"
"49315939","1"
"57515939","1"
"83725939","1"
"73245939","1"
"59075939","1"
"23626939","1"
"76136939","1"
"95566939","0"
"61397939","1"
"23907939","1"
"25517939","1"
"86227939","1"
"12627939","1"
"18837939","1"
"42147939","1"
"65657939","1"
"66367939","1"
"75898939","0"
"55608939","1"
"60918939","1"
"78928939","1"
"47358939","1"
"45368939","1"
"83378939","1"
"80678939","1"
"13188939","1"
"38499939","0"
"72099939","1"
"96029939","1"
"88349939","0"
"31049939","1"
"66979939","1"
"95079939","1"
"56300939","1"
"44500939","1"
"51610939","1"
"80660939","1"
"76060939","1"
"43501939","0"
"96011939","1"
"19331939","1"
"14351939","1"
"32551939","1"
"83261939","1"
"48571939","1"
"85871939","1"
"23692939","1"
"94302939","1"
"21412939","1"
"77432939","1"
"29752939","1"
"80272939","1"
"78282939","1"
"51982939","1"
"14493939","1"
"65723939","1"
"41643939","1"
"95863939","1"
"99894939","1"
"28994939","1"
"94724939","1"
"11024939","0"
"60644939","1"
"87944939","1"
"75954939","1"
"50264939","1"
"33964939","0"
"33584939","1"
"82684939","1"
"18084939","1"
"91395039","1"
"60495039","1"
"87795039","1"
"15995039","1"
"67505039","1"
"16605039","1"
"13905039","1"
"21105039","1"
"14615039","1"
"81915039","1"
"96225039","1"
"43525039","1"
"71725039","1"
"45845039","1"
"42906039","1"
"53616039","1"
"54326039","0"
"13236039","1"
"65036039","1"
"89966039","1"
"27976039","1"
"55986039","1"
"89397039","1"
"49917039","1"
"76027039","1"
"51047039","1"
"72187039","1"
"64318039","1"
"80718039","1"
"29438039","1"
"35358039","1"
"39768039","1"
"59578039","1"
"28678039","1"
"38488039","1"
"75788039","1"
"10429039","1"
"99529039","0"
"57729039","0"
"35929039","1"
"18439039","1"
"95259039","1"
"19859039","1"
"43269039","1"
"31279039","1"
"66589039","1"
"16100039","0"
"47810039","1"
"75010039","1"
"17430039","1"
"14440039","1"
"79180039","1"
"61311039","1"
"24631039","1"
"38941039","1"
